# dex,pokemon,pokeapi name,complexity,realism,artificiality,fantasy,humanoid,cuteness,coolness,beauty,popularity,rating count
546,Cottonee,cottonee,1.5273,1.7091,1.5818,3.3273,1.1455,4.2545,2.2909,3.5818,3.4545,55
547,Whimsicott,whimsicott,1.9818,1.6000,1.8909,3.8000,2.9273,4.4182,2.9818,3.9091,3.7818,55
548,Petilil,petilil,1.5273,1.8364,1.4364,3.0182,2.0182,4.4364,2.2909,4.0545,3.8545,55
549,Hisuian Lilligant,lilligant-hisui,3.3636,2.2727,1.7636,4.0727,4.6909,3.7818,3.2364,4.1091,3.5636,55
549,standard Lilligant,lilligant,3.2727,2.0545,1.6000,3.7455,4.2545,4.2909,2.9091,4.6000,3.9455,55
550,Blue-Stripe Basculin,basculin-blue-striped,2.0370,3.1852,1.3148,1.2963,1.0741,1.3519,2.7593,1.9259,2.7037,54
550,Red-Stripe Basculin,basculin-red-striped,2.1091,2.7455,1.4909,1.6545,1.1455,1.8000,2.6909,1.8182,2.6909,55
550,White-Stripe Basculin,basculin-white-striped,2.2000,2.9455,1.2364,1.6000,1.0909,2.1636,3.1455,2.2545,3.0909,55
551,Sandile,sandile,1.9818,2.5455,1.3091,1.8909,1.1818,4.2182,3.8364,3.0727,4.0364,55
552,Krokorok,krokorok,2.6182,2.2000,1.5636,2.4000,3.1273,2.5273,3.9091,2.8545,3.6182,55
553,Krookodile,krookodile,2.9273,2.2000,1.5273,2.7273,3.1636,2.0727,4.5636,2.9636,4.1091,55
554,Galarian Darumaka,darumaka-galar,1.9818,1.4364,2.3091,3.7091,2.8727,3.9273,2.9636,2.7273,3.4909,55
554,standard Darumaka,darumaka,1.6545,1.3455,2.2364,3.6364,2.5273,4.0000,2.8545,2.6182,3.5091,55
555,Galarian Darmanitan Zen Mode,darmanitan-galar-zen,2.8545,1.3273,3.4909,4.3818,2.6909,2.5636,3.4545,2.3818,3.3273,55
555,Galarian Darmanitan Standard Mode,darmanitan-galar-standard,2.6364,1.5455,2.0000,3.9273,3.0909,2.7455,3.0000,2.3455,3.1636,55
555,standard Darmanitan Zen Mode,darmanitan-zen,2.6545,1.9636,3.6545,3.9273,2.7455,2.2364,2.7636,2.1091,2.9091,55
555,standard Darmanitan Standard Mode,darmanitan-standard,2.6364,1.6909,1.8182,3.5273,2.6545,2.0364,3.6364,2.0727,3.4909,55
556,Maractus,maractus,2.6727,1.9455,1.4909,2.9818,3.4000,3.9273,2.9091,3.4545,3.6000,55
557,Dwebble,dwebble,1.9273,2.5273,1.6000,1.9273,1.1455,4.4545,3.0000,3.0727,4.0545,55
558,Crustle,crustle,2.8000,2.8545,1.9091,2.6182,1.1636,2.8000,3.4727,2.4000,3.8182,55
559,Scraggy,scraggy,2.0909,1.3636,1.9273,2.7636,3.8909,3.6909,3.3091,2.4909,3.4727,55
560,Scrafty,scrafty,2.9636,1.6909,2.0000,3.0545,4.2182,2.4545,3.8000,2.2727,3.8000,55
561,Sigilyph,sigilyph,4.2909,2.2727,4.1273,4.6000,1.2182,2.0182,3.5636,3.0909,3.7636,55
562,Galarian Yamask,yamask-galar,2.1818,1.6545,3.7273,4.4182,1.9818,3.7091,3.5091,2.9273,3.7818,55
562,standard Yamask,yamask,2.0000,1.6364,3.7091,4.2545,2.4909,3.8545,3.4182,3.1273,3.9091,55
563,Cofagrigus,cofagrigus,3.3636,2.1636,4.3273,4.5818,2.3091,1.7091,4.0182,2.7455,3.8364,55
564,Tirtouga,tirtouga,2.4182,3.0909,1.5636,2.0909,1.2727,3.1818,3.3636,2.9636,3.4727,55
565,Carracosta,carracosta,3.5926,3.2037,1.7963,2.6481,2.4630,2.0000,3.8333,2.6852,3.5741,54
566,Archen,archen,2.6364,2.2182,1.5273,2.6182,1.2727,4.1455,3.6182,2.9636,4.0727,55
567,Archeops,archeops,3.7273,2.9091,1.5273,2.9636,1.2182,2.6545,3.9636,3.0364,4.0000,55
568,Trubbish,trubbish,1.9455,1.7455,4.2182,3.1455,1.6727,3.2182,2.4545,1.8909,3.5091,55
569,Gigantamax Garbodor,garbodor-gmax,4.5556,1.5556,4.4815,4.2963,1.8704,1.9259,3.0370,1.4630,3.5556,54
569,standard Garbodor,garbodor,3.2593,1.5556,4.5556,3.8333,2.2407,2.2593,2.6852,1.4815,3.3148,54
570,Hisuian Zorua,zorua-hisui,2.5636,2.1818,1.8364,3.9091,1.2000,4.7091,4.0909,4.3455,4.4182,55
570,standard Zorua,zorua,2.3455,1.9818,1.3273,3.2909,1.1636,4.6000,4.2545,4.0909,4.3455,55
571,Hisuian Zoroark,zoroark-hisui,4.4182,2.7455,2.0000,4.7091,3.8545,2.4364,4.5455,3.8909,4.3818,55
571,standard Zoroark,zoroark,3.4000,2.5091,1.6727,4.1636,3.8909,2.9091,4.5273,3.7273,4.1273,55
572,Minccino,minccino,1.5091,2.2182,1.3455,1.7636,2.1636,4.6545,2.7818,3.9636,3.8545,55
573,Cinccino,cinccino,2.1667,1.9630,1.6111,2.2037,2.6481,4.4259,2.7593,4.2593,3.6481,54
574,Gothita,gothita,2.0727,1.4727,2.6182,3.3455,4.4000,3.2909,1.7273,2.2727,2.4364,55
575,Gothorita,gothorita,3.0000,1.9273,2.4545,3.6000,4.8364,3.1273,2.5455,3.1091,2.9273,55
576,Gothitelle,gothitelle,3.4182,2.0182,2.7455,3.7636,4.6909,2.3455,2.6909,3.0727,2.8000,55
577,Solosis,solosis,1.3818,1.6545,2.0364,3.6727,1.2545,4.1455,2.4727,3.0000,3.7818,55
578,Duosion,duosion,1.8545,1.6545,2.4000,4.0727,1.8545,4.2182,2.9818,3.1636,3.6909,55
579,Reuniclus,reuniclus,2.9259,1.7222,2.2222,4.0370,2.8148,4.3148,3.8519,3.3333,4.2407,54
580,Ducklett,ducklett,1.5273,2.1273,1.2545,1.6000,1.4545,3.7273,2.2909,3.1091,3.1636,55
581,Swanna,swanna,2.3148,3.2963,1.2593,2.0185,1.7037,2.8519,2.6111,3.6852,3.0370,54
582,Vanillite,vanillite,1.7091,1.3636,4.2727,3.7636,1.5818,4.2727,2.5455,3.3091,3.5273,55
583,Vanillish,vanillish,2.5000,1.4630,4.1296,3.8148,1.3148,3.2963,2.6667,2.7037,3.2037,54
584,Vanilluxe,vanilluxe,3.1481,1.4074,4.0185,4.1852,1.2407,3.3333,2.8148,2.8519,3.1667,54
585,Autumn Deerling,deerling-autumn,2.0000,2.5091,1.4000,2.2727,1.3091,4.4727,2.5818,4.0909,3.7455,55
585,Spring Deerling,deerling-spring,1.8182,2.0909,1.3455,2.2909,1.1636,4.5273,2.6000,4.1636,3.6364,55
585,Summer Deerling,deerling-summer,1.8364,2.4182,1.5455,2.4545,1.2909,4.4000,2.5455,3.9455,3.6000,55
585,Winter Deerling,deerling-winter,1.8182,2.4909,1.3455,1.8545,1.1636,4.3818,2.7091,4.1455,3.8182,55
586,Autumn Sawsbuck,sawsbuck-autumn,2.8364,3.7273,1.2545,2.9273,1.1455,3.0545,3.6182,4.0364,3.8909,55
586,Spring Sawsbuck,sawsbuck-spring,2.2909,3.9636,1.3091,2.4364,1.1818,3.0727,3.3818,3.8545,3.5273,55
586,Summer Sawsbuck,sawsbuck-summer,2.4000,3.8182,1.2000,2.4909,1.1091,3.1636,3.6182,3.9818,3.7455,55
586,Winter Sawsbuck,sawsbuck-winter,2.5455,3.7455,1.2182,2.3273,1.1091,3.2000,3.6727,3.9455,3.8182,55
587,Emolga,emolga,1.9074,1.9259,1.4815,2.3889,1.6296,4.5370,3.2222,3.7593,3.8148,54
588,Karrablast,karrablast,1.6000,1.5273,1.7273,2.5818,2.0000,3.2000,2.7091,2.4000,3.0364,55
589,Escavalier,escavalier,3.8727,2.2364,3.4182,3.9273,2.2364,1.7455,3.9091,2.6545,3.4545,55
590,Foongus,foongus,1.3818,1.8364,1.7636,2.9091,1.4364,3.9091,2.3455,2.9455,3.4182,55
591,Amoonguss,amoonguss,2.2364,1.7818,1.9273,3.3091,1.8364,1.6000,2.4000,1.8182,2.8909,55
592,Female Frillish,frillish,2.6000,1.9818,1.7636,3.2364,2.8364,3.4182,2.3273,3.3818,2.8727,55
592,Male Frillish,frillish,2.2545,1.8909,2.0545,3.5273,2.8000,3.3636,2.9091,3.6364,3.5091,55
593,Female Jellicent,jellicent,2.6909,1.7273,1.9091,3.4364,2.0909,2.6545,2.1636,2.5455,2.7455,55
593,Male Jellicent,jellicent,2.4182,1.6000,1.8727,3.5091,2.1455,2.7273,2.7273,2.9273,3.3455,55
594,Alomomola,alomomola,1.5636,2.5091,1.4000,2.0364,1.3273,2.8364,1.8909,3.2182,2.6909,55
595,Joltik,joltik,1.7818,2.0545,1.3636,2.4727,1.1636,4.4909,3.6000,3.4182,4.1636,55
596,Galvantula,galvantula,3.4727,3.0364,1.3818,2.8364,1.1455,3.2000,3.9455,3.0727,4.0727,55
597,Ferroseed,ferroseed,2.0727,2.2727,3.1818,3.0909,1.1455,2.3636,2.9455,2.3273,3.2182,55
598,Ferrothorn,ferrothorn,3.5636,2.3455,3.5455,3.9091,1.0727,1.4182,3.6000,2.2000,3.4727,55
599,Klink,klink,1.4259,1.8889,4.8333,2.9630,1.3333,3.0556,2.2037,2.4815,2.9074,54
600,Klang,klang,2.9074,2.2963,4.8889,3.1667,1.1667,2.0926,2.4815,2.2222,2.9444,54
601,Klinklang,klinklang,3.5091,2.9273,4.7818,3.4000,1.2364,2.0364,2.9091,2.4364,3.0727,55
602,Tynamo,tynamo,1.5818,2.3636,1.6000,2.3636,1.1273,4.0727,2.5091,3.0364,3.4909,55
603,Eelektrik,eelektrik,2.0909,2.2000,1.5455,2.5273,1.1273,2.1091,2.7273,1.8909,3.2364,55
604,Eelektross,eelektross,3.6364,2.4000,1.8909,3.5273,1.7636,1.8727,4.0000,2.1818,3.9636,55
605,Elgyem,elgyem,2.5273,1.7273,3.9091,4.2182,3.8364,3.7273,3.1091,2.6909,3.4727,55
606,Beheeyem,beheeyem,3.3818,1.8909,3.9273,4.3455,4.0909,2.3455,3.1818,2.5818,3.3091,55
607,Litwick,litwick,1.3818,1.7091,4.0545,3.9091,1.6545,4.4727,3.3636,3.8182,4.0909,55
608,Lampent,lampent,2.0000,2.1091,4.6909,3.9455,1.6909,3.7636,3.5636,3.8182,4.0727,55
609,Chandelure,chandelure,3.3455,2.3818,4.5636,4.4182,1.1273,3.0545,4.2545,3.9273,4.3273,55
610,Axew,axew,2.2727,2.1818,1.7273,3.6727,2.0000,4.3636,3.6182,3.3636,4.0182,55
611,Fraxure,fraxure,3.2545,2.8364,2.0364,3.8000,2.4545,2.7091,3.8909,2.8182,3.6727,55
612,Haxorus,haxorus,3.9091,3.2545,2.3455,4.2545,2.2545,1.8727,4.6182,3.0545,4.1273,55
613,Cubchoo,cubchoo,1.7455,1.5818,1.4000,2.4182,2.1636,4.3818,2.1636,3.2364,3.5818,55
614,Beartic,beartic,1.9455,2.6909,1.5091,2.2000,2.8182,1.8364,3.2545,2.3818,2.6727,55
615,Cryogonal,cryogonal,3.7455,2.3818,3.9818,3.9091,1.3091,1.5455,3.1273,2.4182,2.9273,55
616,Shelmet,shelmet,2.0185,1.6852,2.7037,2.8889,1.3148,3.1667,2.6852,2.4444,3.3333,54
617,Accelgor,accelgor,3.1091,1.9273,2.3636,3.9636,2.7455,1.7091,4.0364,2.3455,3.5273,55
618,Galarian Stunfisk,stunfisk-galar,2.8364,1.6000,3.3091,3.2909,1.1091,1.6000,2.2182,1.4364,2.8545,55
618,standard Stunfisk,stunfisk,1.7091,1.6909,1.5273,2.4000,1.1455,2.4364,1.9273,1.6909,3.3091,55
619,Mienfoo,mienfoo,2.2182,1.9455,1.7273,2.9273,3.7636,3.6545,3.5091,3.2182,3.5455,55
620,Mienshao,mienshao,2.9091,2.6182,1.8364,3.2364,3.6182,3.4364,3.8545,4.0909,3.9091,55
621,Druddigon,druddigon,3.5818,2.3091,2.2000,4.2545,2.1273,1.7091,3.7273,2.1455,3.4182,55
622,Golett,golett,3.5273,2.5636,4.5636,4.4545,4.0545,3.7091,3.6364,3.0545,3.9091,55
623,Golurk,golurk,4.0364,3.2727,4.6364,4.5273,4.1818,2.0364,4.3636,3.2000,4.2727,55
624,Pawniard,pawniard,3.0182,2.0727,3.9818,4.0000,4.2909,3.5455,4.1273,2.9273,3.8364,55
625,Bisharp,bisharp,4.1091,2.7636,4.1636,4.1091,4.6909,1.6545,4.3455,2.9636,3.8364,55
626,Bouffalant,bouffalant,2.4815,3.2963,1.5185,1.7593,1.3148,2.0000,3.4259,2.5000,3.1481,54
627,Rufflet,rufflet,2.3455,2.9455,1.2909,1.7455,1.2364,4.1091,3.2182,3.3091,3.7455,55
628,Hisuian Braviary,braviary-hisui,3.4630,3.5185,1.5926,3.7963,1.1852,2.3148,4.4444,3.8704,4.0556,54
628,standard Braviary,braviary,3.1818,3.8545,1.2182,2.0727,1.1273,2.3273,4.2727,3.5273,4.0364,55
629,Vullaby,vullaby,2.7091,1.9091,1.5273,2.5273,1.9273,2.8909,2.5273,2.1091,2.9818,55
630,Mandibuzz,mandibuzz,3.2593,2.5926,1.6852,2.2222,1.6481,2.1111,3.3333,2.5185,3.2778,54
631,Heatmor,heatmor,3.5926,2.1111,3.0000,3.6852,2.2037,1.7593,3.2963,2.1481,3.4630,54
632,Durant,durant,3.1091,3.5636,3.0727,2.4364,1.1818,1.9818,3.5273,2.5273,3.4727,55
633,Deino,deino,2.0182,1.9636,1.6000,3.4909,1.2545,3.9455,3.5273,2.8000,4.0000,55
634,Zweilous,zweilous,3.0364,2.3091,1.7091,4.3818,1.2364,3.0545,3.7091,2.4182,3.7455,55
635,Hydreigon,hydreigon,3.9636,2.4545,2.0909,4.6364,1.4727,1.7273,4.4182,2.5455,3.9273,55
636,Larvesta,larvesta,2.8545,2.8909,1.7091,3.3636,1.1636,3.4909,3.5091,3.1091,3.8727,55
637,Volcarona,volcarona,3.8545,3.5091,1.2909,3.8000,1.1455,2.9818,4.5273,4.0727,4.4909,55
638,Cobalion,cobalion,3.4630,2.4259,2.1852,3.8148,1.8889,1.9259,3.6111,2.9074,3.2407,54
639,Terrakion,terrakion,3.5455,2.2727,2.4545,3.8182,1.8727,1.5636,3.6364,2.1818,3.2000,55
640,Virizion,virizion,2.9818,2.4909,1.8727,4.0909,1.9455,3.0182,3.6000,3.8727,3.4545,55
641,Therian Tornadus,tornadus-therian,4.1091,2.4364,2.3091,4.3455,2.5091,1.5273,3.2364,2.1818,2.9636,55
641,Incarnate Tornadus,tornadus-incarnate,4.0000,2.6000,2.3818,4.7273,4.6364,1.3818,2.9273,1.6364,2.3091,55
642,Therian Thundurus,thundurus-therian,4.3818,2.2909,2.4545,4.7273,3.6364,1.3273,3.5455,2.0182,3.0727,55
642,Incarnate Thundurus,thundurus-incarnate,3.9091,2.1818,2.5091,4.5455,4.6727,1.3818,3.2000,1.7091,2.7636,55
643,Reshiram,reshiram,4.4364,3.0909,3.0727,4.7818,1.9636,2.4909,4.5091,4.0909,4.0000,55
644,Zekrom,zekrom,4.6182,3.1636,3.5455,4.7636,2.9818,1.8545,4.7273,3.5455,4.3091,55
645,Therian Landorus,landorus-therian,4.2727,2.4545,2.3455,4.6364,2.2000,1.4000,3.5818,2.0727,3.0545,55
645,Incarnate Landorus,landorus-incarnate,3.9091,2.4909,2.4000,4.5273,4.6727,1.1273,3.0182,1.4727,2.4364,55
646,Black Kyurem,kyurem-black,4.8519,3.0000,3.9074,4.7037,2.1667,1.4259,4.3889,2.7407,3.5926,54
646,White Kyurem,kyurem-white,4.8545,3.4545,3.5636,4.7091,2.1273,1.7818,4.2909,3.3273,3.6727,55
646,standard Kyurem,kyurem,4.6364,3.3091,3.5091,4.6364,1.3091,1.4545,4.3636,2.5273,3.9455,55
647,Resolute Keldeo,keldeo-resolute,3.5000,1.8333,2.0926,4.2222,1.4074,3.7593,3.7037,3.6481,3.6296,54
647,standard Keldeo,keldeo-ordinary,2.8000,1.8909,1.8182,3.9455,1.4727,3.6000,3.3273,3.5091,3.2545,55
648,Pirouette Meloetta,meloetta-pirouette,3.0727,1.7273,2.9273,3.9636,4.5636,3.9636,3.1636,4.0909,3.4727,55
648,Aria Meloetta,meloetta-aria,2.8727,1.8364,2.8909,4.0545,4.5273,4.0545,3.1455,4.2182,3.5273,55
649,Genesect,genesect,4.3091,2.8364,4.7636,4.4727,3.3636,1.9455,4.3273,2.9455,3.8909,55
650,Chespin,chespin,2.0364,1.6545,1.5818,2.9636,2.7273,4.0364,2.9091,3.0182,3.6909,55
651,Quilladin,quilladin,2.5000,1.5370,1.8333,3.0741,2.9444,2.8333,2.2963,2.1111,2.7593,54
652,Chesnaught,chesnaught,3.8545,2.4000,2.2000,3.8000,4.0727,2.4000,3.7455,2.4909,3.3636,55
653,Fennekin,fennekin,2.1667,2.0741,1.5185,2.5741,1.4259,4.5000,3.3889,4.0000,3.8704,54
654,Braixen,braixen,3.3818,2.1273,1.7091,3.9818,4.3636,3.6545,3.3818,3.8364,3.6364,55
655,Delphox,delphox,3.6000,2.6182,1.7818,4.1636,4.6364,3.0182,3.1818,3.3091,3.2727,55
656,Froakie,froakie,2.0182,1.6182,1.4000,2.4364,1.8727,4.0727,3.4727,3.1455,3.8909,55
657,Frogadier,frogadier,2.9273,2.2727,1.6364,3.1636,3.1273,2.8364,3.8000,3.0545,3.8182,55
658,Ash Greninja,greninja-ash,4.2000,2.0909,2.4727,4.2545,4.4727,1.9455,3.9455,2.8364,3.0000,55
658,standard Greninja,greninja,3.7963,2.5185,1.8704,3.7963,3.9815,1.9815,4.2222,3.2407,3.7593,54
659,Bunnelby,bunnelby,1.9636,1.8364,1.2909,1.7455,1.8364,3.9455,2.3818,2.9818,3.4909,55
660,Diggersby,diggersby,2.5273,1.5818,1.4727,2.4909,3.3091,1.6909,2.0727,1.6182,2.2727,55
661,Fletchling,fletchling,1.4364,2.4909,1.4727,1.6364,1.1636,4.1818,3.1818,3.7273,3.9455,55
662,Fletchinder,fletchinder,2.5091,3.8545,1.3818,2.0182,1.1455,3.3091,3.9091,3.6364,3.9818,55
663,Talonflame,talonflame,3.2545,3.7273,1.3455,2.5636,1.1273,2.5091,4.2545,3.5273,3.8545,55
664,Scatterbug,scatterbug-meadow,1.9259,1.8148,1.3148,1.7778,1.2963,3.4074,1.8889,2.3704,3.1296,54
665,Spewpa,spewpa-meadow,1.9630,1.6667,1.7963,2.4259,1.2407,3.7593,2.1852,2.7407,3.2222,54
666,Vivillon,vivillon-meadow,3.3818,2.5091,1.5091,2.5818,1.5091,4.2545,2.8364,4.4909,3.6727,55
667,Litleo,litleo,1.6545,1.6545,1.4000,1.7273,1.2727,3.8727,2.5818,2.8909,3.1636,55
668,Female Pyroar,pyroar,2.2909,3.0000,1.3273,2.1091,1.1818,2.8000,3.3091,3.2182,2.9636,55
668,Male Pyroar,pyroar,2.5370,3.0556,1.3519,2.3519,1.1667,2.4444,3.5741,3.2963,3.3148,54
669,Flabébé,flabebe-red,2.2909,1.6909,1.8727,4.3091,2.9818,4.4000,2.0545,3.9818,3.5091,55
670,Floette,floette-red,2.6545,1.7455,1.7455,4.2727,3.7091,4.5636,2.6182,4.3818,3.7455,55
671,Florges,florges-red,3.5556,2.2778,1.8519,4.2963,4.1852,3.6296,3.0741,4.1111,3.4259,54
672,Skiddo,skiddo,2.1273,2.1455,1.2182,2.1273,1.1091,4.5091,2.8909,3.6182,3.9818,55
673,Gogoat,gogoat,2.6727,3.7455,1.3273,2.5273,1.1273,2.8727,3.8182,3.2909,3.8545,55
674,Pancham,pancham,1.9273,1.9091,1.4000,1.9818,3.2364,4.2727,3.7455,3.2545,3.8727,55
675,Pangoro,pangoro,2.9091,2.5091,1.3455,2.6182,3.9636,2.0364,4.3091,2.9455,3.8909,55
676,Dandy Furfrou,furfrou-dandy,3.2037,2.1481,2.0741,2.4074,1.4630,2.9815,2.3889,3.0741,2.8519,54
676,Debutante Furfrou,furfrou-debutante,3.1091,2.1429,1.8909,1.8545,1.4000,3.0364,2.3091,3.3091,2.8364,55
676,Diamond Furfrou,furfrou-diamond,2.9818,2.6545,1.8182,1.8545,1.3818,2.8909,2.2364,2.9091,2.5091,55
676,Heart Furfrou,furfrou-heart,2.6364,2.4364,1.7818,1.7273,1.4909,3.0909,2.4727,3.4000,2.9455,55
676,Kabuki Furfrou,furfrou-kabuki,3.1091,2.4909,1.8727,1.9636,1.4000,3.0182,2.7091,3.4000,2.9636,55
676,La Reine Furfrou,furfrou-la-reine,2.9818,2.4182,1.7818,1.8727,1.4000,2.7455,2.4545,3.0909,2.7818,55
676,Matron Furfrou,furfrou-matron,2.9074,2.2963,1.7222,1.9444,1.5926,3.0556,2.1481,3.1481,2.6296,54
676,Pharaoh Furfrou,furfrou-pharaoh,3.4000,2.4545,2.0182,2.2545,1.4364,2.6909,2.8182,2.9636,3.0364,55
676,Star Furfrou,furfrou-star,3.2407,2.7037,1.7963,2.0185,1.2778,3.2593,3.1111,3.2593,3.2407,54
676,Natural Furfrou,furfrou-natural,2.1273,3.1818,1.2000,1.4727,1.2182,3.0545,2.8364,3.0000,3.1455,55
677,Espurr,espurr,1.8364,1.8909,1.6000,3.2727,3.0727,4.2000,2.8909,3.4182,3.8000,55
678,Female Meowstic,meowstic-female,2.8000,1.8909,1.7636,3.4909,3.5273,3.8545,3.5636,3.8727,3.7091,55
678,Male Meowstic,meowstic-male,2.4000,1.8182,1.7455,3.5273,3.4182,4.1818,3.5091,4.1091,3.6909,55
679,Honedge,honedge,3.0182,2.7091,4.8182,4.3455,1.2727,2.3091,4.1636,3.1273,3.8727,55
680,Doublade,doublade,3.7636,2.8000,4.7455,4.3455,1.2000,1.8182,4.1273,2.9273,3.8545,55
681,Aegislash,aegislash-shield,3.9273,2.9091,4.8545,4.5273,1.8364,1.6545,4.5455,3.5273,4.2182,55
682,Spritzee,spritzee,1.7818,1.5091,2.2182,3.6364,1.4182,3.8909,2.0545,3.5273,3.2545,55
683,Aromatisse,aromatisse,3.2364,1.8182,2.1273,4.0545,3.6364,2.7091,1.9455,2.5273,2.7818,55
684,Swirlix,swirlix,1.4545,1.2909,3.4909,3.9273,1.2909,4.2727,2.2364,3.4364,3.4182,55
685,Slurpuff,slurpuff,2.4182,1.2182,3.5091,4.2182,2.8545,3.3091,2.0182,2.4909,2.7636,55
686,Inkay,inkay,2.2364,1.9818,1.5455,3.0545,1.4000,4.2182,2.8000,3.3636,3.8000,55
687,Malamar,malamar,3.8545,2.2000,2.0000,4.2182,2.9636,1.5455,3.9636,2.3273,3.6909,55
688,Binacle,binacle,2.5926,1.8148,1.7963,3.0556,1.5556,2.0000,1.9630,1.5556,2.6852,54
689,Barbaracle,barbaracle,4.1818,2.2364,2.6909,4.0182,4.1636,1.3636,3.0364,1.4909,2.7091,55
690,Skrelp,skrelp,2.6909,2.4182,1.5273,2.6727,1.3091,3.1818,3.1091,2.2545,3.7091,55
691,Dragalge,dragalge,4.0556,3.4630,1.5556,3.2222,1.2222,1.8889,4.0370,2.9815,3.9444,54
692,Clauncher,clauncher,2.2545,2.8364,1.4545,1.8000,1.0909,3.1091,3.5818,2.8182,3.8182,55
693,Clawitzer,clawitzer,3.9273,2.9636,1.7273,3.3455,1.2182,2.0364,4.3636,2.8182,3.8182,55
694,Helioptile,helioptile,1.8182,1.4909,1.9273,2.4909,1.5091,4.0545,2.8364,3.0909,3.5273,55
695,Heliolisk,heliolisk,2.7455,2.3818,1.5818,2.7273,2.4727,3.2909,3.6364,3.0182,3.6909,55
696,Tyrunt,tyrunt,2.6364,2.4909,1.4545,2.5818,1.2545,3.7091,3.9455,2.7455,3.9455,55
697,Tyrantrum,tyrantrum,4.0909,3.9455,1.5455,3.0182,1.3273,1.6727,4.6000,2.8182,4.0909,55
698,Amaura,amaura,2.1111,1.8889,1.9074,3.5185,1.2222,4.3519,3.0741,4.1111,3.9259,54
699,Aurorus,aurorus,3.1818,2.8727,1.5636,3.7636,1.1636,3.6182,3.5818,4.6182,3.9273,55
700,Sylveon,sylveon,3.1455,1.7636,2.0182,4.2545,1.4545,4.5273,3.2909,4.5273,4.2000,55
701,Hawlucha,hawlucha,3.2727,1.8909,1.9818,3.5636,4.0727,2.7091,4.1273,3.0364,3.8364,55
702,Dedenne,dedenne,1.8545,1.8727,1.6182,2.5455,1.3091,4.5818,2.7818,3.5091,3.6000,55
703,Carbink,carbink,2.6364,2.2545,3.1455,4.2545,1.2727,4.0727,2.7636,3.7273,3.6727,55
704,Goomy,goomy,1.2909,1.4364,1.8727,3.3455,1.1455,4.4545,2.8909,3.2727,3.9818,55
705,Hisuian Sliggoo,sliggoo-hisui,2.3704,1.9074,1.9444,3.4259,1.4259,3.8148,2.8333,2.8148,3.6111,54
705,standard Sliggoo,sliggoo,2.2963,1.5556,1.6111,3.5926,1.3519,3.6667,2.8704,2.8889,3.4259,54
706,Hisuian Goodra,goodra-hisui,2.8909,1.9273,1.8545,3.8545,2.4182,3.4182,3.1818,3.0545,3.6182,55
706,standard Goodra,goodra,2.4909,1.4000,1.8364,4.3091,2.8364,4.1818,3.6000,3.3273,4.0909,55
707,Klefki,klefki,2.4182,2.2545,4.6545,3.7273,1.2182,3.4545,2.5636,3.0364,3.4000,55
708,Phantump,phantump,1.8000,1.5273,2.2909,4.4545,2.4364,4.4727,3.5818,3.4727,4.1455,55
709,Trevenant,trevenant,3.8182,2.8182,1.8182,4.3636,2.6545,1.8364,4.2545,2.7273,4.1818,55
710,Pumpkaboo,pumpkaboo-average,1.9636,1.6000,2.2545,4.0909,1.4364,4.3818,3.2727,3.5636,4.1091,55
711,Gourgeist,gourgeist-average,2.4074,1.6481,2.4630,4.3148,2.8148,3.5556,3.2222,3.5000,3.4259,54
712,Bergmite,bergmite,2.0182,2.0364,2.9818,3.4545,1.1818,3.9455,2.8000,2.9273,3.8000,55
713,Hisuian Avalugg,avalugg-hisui,3.9259,3.1296,3.0370,3.8704,1.2407,1.6481,3.5370,2.1667,3.1481,54
713,standard Avalugg,avalugg,3.1818,3.1636,2.9818,3.7636,1.1818,1.6364,3.3636,2.6000,3.3455,55
714,Noibat,noibat,3.0545,2.2727,1.6364,3.0364,1.6909,4.4727,3.8909,3.4727,4.2727,55
715,Noivern,noivern,4.0364,2.9273,1.7818,4.2182,2.0364,2.6182,4.5273,3.2727,4.2727,55
716,Xerneas,xerneas-active,4.4909,3.1273,2.2000,4.7818,1.2545,3.0727,4.2909,4.5636,4.2000,55
717,Yveltal,yveltal,4.5455,2.7636,2.2545,4.6727,1.2909,1.6545,4.7091,3.4727,4.2727,55
718,10% Zygarde,zygarde-10,3.1273,2.6909,3.1818,3.6727,1.1636,2.7636,3.9455,3.1636,3.7273,55
718,Zygarde Cell,zygarde-cell,1.2545,1.4727,2.3818,3.4364,1.2000,3.3636,2.0182,2.4727,2.9636,55
718,Complete Zygarde,zygarde-complete,4.7963,2.2037,4.1852,4.7037,4.2963,1.4074,4.0185,2.7222,3.3704,54
718,Zygarde Core,zygarde-core,1.2000,1.1636,2.8000,3.9273,1.1455,3.9455,2.5091,2.6364,3.2000,55
718,50% Zygarde,zygarde-50,4.1091,2.4000,3.2000,4.6000,1.1636,2.0727,4.1818,3.1455,3.8909,55
719,Mega Diancie,diancie-mega,4.6909,2.2182,3.7818,4.7636,3.9273,3.9455,3.4909,4.4364,3.3636,55
719,standard Diancie,diancie,3.8727,2.4182,3.6545,4.6364,3.9273,3.9273,3.1636,4.2182,3.4909,55
720,Hoopa Unbound,hoopa-unbound,4.7636,2.5636,3.2364,4.8000,4.2000,1.4000,3.7455,1.9818,3.3455,55
720,Hoopa Confined,hoopa,3.3636,1.2909,3.4182,4.8000,3.6182,3.3091,3.2182,2.6909,3.2000,55
