"","X..dex","pokemon","pokeapi.name","complexity","realism","artificiality","fantasy","humanoid","cuteness","coolness","beauty","popularity","rating.count"
"649",974,"Cetoddle","cetoddle",2.0769,1.5,1.8846,3.3654,2,4.2885,2.8462,3.0769,3.8269,52
"650",975,"Cetitan","cetitan",3.6154,2.1538,1.8077,3.8269,1.9038,2.6154,3.8077,2.7885,3.6923,52
"651",977,"Dondozo","dondozo",3.2549,2.6471,1.4706,2.6078,1.3333,1.8627,3.1961,2.1569,3.6275,51
"652",978,"Droopy Tatsugiri","tatsugiri-droopy",1.5,1.3462,2.0385,3.1538,1.1731,4.2692,3.2115,3.4231,3.8846,52
"653",978,"Curly Tatsugiri","tatsugiri-curly",1.4423,1.3462,2.1154,3.0962,1.2692,4.2692,2.9615,3.5769,3.6923,52
"654",979,"Annihilape","annihilape",3.6275,2.2549,2.1961,4.2157,3.2353,1.7255,4.4902,2.4118,4.0196,51
"655",980,"Clodsire","clodsire",1.5192,1.4615,1.4231,2.6154,1.1154,4.5769,3.5,3.4615,4.3846,52
"656",981,"Farigiraf","farigiraf",3.2745,2.2941,1.7451,3.7647,1.1961,3.6471,3.6667,3.4118,3.7647,51
"657",984,"Great Tusk","great-tusk",4.0769,3.25,1.5,3.8846,1.0769,1.6923,4.4808,2.7308,3.9615,52
"658",985,"Scream Tail","scream-tail",2.4808,1.5,1.8654,4.1346,2.0385,4.0769,3.3654,3.3269,3.5769,52
"659",986,"Brute Bonnet","brute-bonnet",3.7115,2.0769,1.9423,4.2692,1.9231,1.9038,3.7885,2.0192,3.6154,52
"660",987,"Flutter Mane","flutter-mane",3.6346,1.8462,2.75,4.7115,1.8654,3.6731,3.9231,3.7885,3.7115,52
"661",988,"Slither Wing","slither-wing",4.1765,3.098,1.3529,4.1373,1.3725,3.1765,4.549,3.902,4.3333,51
"662",994,"Iron Moth","iron-moth",4.0192,2.5962,4.7115,4.25,1.1346,2.2115,4.3654,3.7115,3.9423,52
